ID_CommunityIdentity;ID_CommunityIdentityConnectedTo;ID_CommunityConnectionType
191571;932;1
193328;116066;1
193328;193328;1
194766;174067;2
194766;501871;2
196353;196353;1
196789;196789;1
198744;198744;1
200499;50980;2
200499;97532;1
200499;209296;2
200499;682468;1
200565;54010;1
201301;201301;1
201301;637585;1
202386;202386;1
202386;499631;1
202386;678589;1
204692;204692;1
206179;169070;1
210608;210608;1
211410;38837;1
211410;40876;1
211410;51446;1
211410;87855;1
211410;122701;1
211410;130620;1
211410;144165;1
211410;150745;1
211410;168572;1
211410;204198;1
211410;211390;1
211410;211410;1
211410;215275;1
211410;218274;1
211410;225348;1
211410;503749;1
211410;505138;1
211410;524130;1
211410;524903;1
211410;542297;1
211410;544128;1
211410;548127;1
211410;548864;1
211410;549633;1
211410;550765;1
211410;565176;1
211410;573380;1
211410;588445;1
211410;589361;1
211410;601189;1
211410;606917;1
211410;608743;1
211410;637728;1
212799;184943;1
217177;217177;1
218764;634552;2
219785;2148;1
219785;196753;2
219785;499726;1
219785;517369;1
219785;589208;2
220053;825;1
230062;13390;1
230062;24078;1
230062;121850;1
230062;178953;1
230062;500517;1
230062;523399;1
234474;234474;1
234591;55511;1
234591;87841;1
234591;171511;1
234591;172357;1
234591;227766;1
234591;249252;1
234591;501793;1
234591;513615;1
234591;523101;1
234591;549853;1
234591;577860;2
235895;60362;1
235895;115463;1
235895;235895;1
235895;508964;1
236663;23488;2
238416;238416;1
240541;240541;1
240843;206719;1
240843;525170;2
240843;600903;1
240843;629450;1
241241;241241;1
242815;242815;1
247059;77969;1
247059;123436;1
247059;192297;1
247059;632249;1
247893;37395;1
247893;519657;1
248797;299827;1
255281;55475;1
300705;300705;1
304183;50308;1
304183;84793;1
304183;513951;1
320859;320859;1
322433;104470;1
322433;186027;1
322433;192297;1
322433;208911;1
322433;558915;1
322433;589309;1
322433;678185;1
322433;678196;1
322433;687243;1
324805;23757;1
324805;167449;1
331374;105566;1
331374;672022;1
499232;37249;1
499232;46793;1
499232;137950;1
499232;222059;1
499251;54482;2
499251;225499;2
499251;579040;2
499266;21195;1
499300;15513;1
499300;32018;1
499300;55011;1
499300;134669;1
499300;149514;1
499300;168414;1
499300;212771;1
499300;238163;1
499300;240896;1
499300;247098;1
499300;277282;1
499300;502344;1
499300;606723;1
499300;606890;1
499300;630812;1
499751;122374;1
499751;519657;1
499751;555173;1
500253;1782;1
500253;8008;1
500253;48044;1
500253;55011;1
500253;58867;1
500253;108860;1
500253;117466;1
500253;185084;1
500253;194721;1
500253;239530;1
500253;247098;1
500253;505138;1
500253;538779;1
500368;107338;1
500368;191238;1
500368;317761;1
500368;500368;1
500368;575686;1
500370;59054;1
500370;74460;1
500370;126393;1
500370;175387;1
500370;211649;1
500370;520836;1
500370;524311;1
500370;531626;1
500370;540897;1
500370;570550;1
500370;677309;1
500568;298683;2
501708;608235;1
501889;680531;1
501942;44584;1
502123;4894;1
502123;29181;2
502123;83046;2
502123;107517;2
502123;175922;1
502123;505942;2
502123;516802;2
502123;568263;2
502123;631199;2
502123;631273;2
502123;638760;2
502323;119887;1
502323;139337;1
502323;178608;2
502323;206719;2
502323;219450;2
519189;132702;1
519189;170020;1
519189;182345;1
519189;212259;1
519189;512806;1
519189;514489;1
519189;519189;1
519189;567472;1
519189;579040;1
519189;585936;1
519189;587491;1
519189;588712;1
519189;632182;1
519189;638264;1
519189;652091;1
521159;63993;1
521159;176526;1
521159;182309;1
522448;208564;1
522448;551898;1
522714;600903;1
522748;223109;1
522748;223761;1
522748;500582;1
522748;519657;1
522748;522748;1
522748;671974;1
523969;523969;1
524788;23771;2
524788;49945;2
524788;58849;2
524788;84149;1
524788;85349;2
524788;108019;2
524788;124021;2
524788;159867;2
524788;192935;1
524788;207299;1
524788;207976;2
524788;226595;1
524788;230094;1
524788;231623;1
524788;499749;2
524788;500019;2
524788;507817;2
524788;549961;2
524788;554399;2
524788;574550;2
524788;578173;2
524788;580331;2
524788;582098;2
525571;532100;1
525756;6585;1
525756;7733;1
525756;28392;1
525756;37249;1
525756;89693;1
525756;153665;1
525756;175906;1
525756;499641;1
525756;502378;1
525756;525756;1
525756;607380;1
525756;671619;1
526088;17469;2
526088;35391;1
526088;41961;1
526088;56837;2
526088;131910;1
526088;183395;1
526088;217464;2
526088;230094;1
526088;499929;2
526088;501145;1
526088;502111;1
526088;505933;2
526088;526088;1
526088;528074;2
526088;535893;2
526088;568800;1
526088;577993;1
526088;583233;2
526088;587876;2
526088;600755;2
526088;606904;1
526088;633157;1
526088;637424;2
526088;638314;2
526088;667007;2
526088;680227;2
526105;526105;1
526105;573305;1
528281;73367;1
528281;192986;1
528496;1372;2
528496;2968;2
528496;3481;2
528496;15898;2
528496;28812;2
528496;30375;2
528496;33482;2
528496;37708;2
528496;38632;2
528496;41062;2
528496;43832;2
528496;53014;2
528496;59182;2
528496;63283;2
528496;70734;2
528496;72114;2
528496;97039;2
528496;102090;2
528496;103172;2
528496;118117;2
528496;141049;2
528496;170066;2
528496;175621;2
528496;206812;2
528496;211479;2
528496;223313;2
528496;230094;2
528496;247098;2
528496;332203;2
528496;499296;2
528496;500153;2
528496;501556;2
528496;513362;2
528496;518647;2
528496;521235;2
528496;525874;2
528496;528013;2
528496;536826;2
528496;540492;2
528496;544595;2
528496;547333;2
528496;551183;2
528496;553371;2
528496;553603;2
528496;559943;2
528496;560424;2
528496;561204;2
528496;562624;2
528496;567897;2
528496;568263;2
528496;576172;2
528496;584902;2
528496;586365;2
528496;588948;2
528496;590087;2
528496;600267;2
528496;600389;2
528496;602824;2
528496;605083;2
528496;605953;2
528496;630534;2
528496;631199;2
528496;633365;2
528496;635122;2
528496;637124;2
528496;638929;2
528496;651489;2
528496;670102;2
528496;674386;2
528496;686279;2
528496;692074;2
530085;502063;1
530102;629429;1
530366;530366;1
530366;582098;1
530985;134489;1
530985;208271;1
530985;241834;1
531306;9309;1
531306;40045;1
531306;50503;1
531306;73668;1
531306;75413;1
531306;116515;1
531306;143035;1
531306;189623;1
531306;514849;1
531306;572922;1
533159;534163;2
533863;553917;2
537105;29362;1
537105;229790;1
537105;276006;1
537105;634042;1
538275;538275;1
539811;539811;1
539943;539943;1
541651;179518;1
541651;204890;1
541651;216220;1
541651;223076;1
541651;524093;1
541651;547730;1
541651;581663;1
542551;635438;1
542551;637638;1
543204;573244;1
544338;38837;2
544338;215275;1
544338;508839;2
499827;55475;1
499827;159143;1
499842;227704;1
499877;542790;1
500059;563220;1
500110;1277;1
500110;91850;1
500110;221538;1
500110;566570;2
500110;569791;1
500110;586525;2
500110;636434;1
500110;686279;2
500110;692816;2
500445;168966;2
500445;217212;1
500445;519140;1
501195;103423;2
501195;151141;2
501195;528013;2
501195;555871;2
501195;566570;2
501195;569699;2
501195;584344;2
501195;678196;2
501331;501331;1
502299;85537;1
502749;502749;1
503135;171511;1
503217;503217;1
503285;4894;1
503285;59413;1
503535;503535;1
503585;239841;1
503585;666961;2
504407;19321;1
504407;81382;1
504407;104595;1
504407;138449;1
504407;145027;1
504407;157302;1
504407;194727;1
504407;197207;1
504407;244715;1
504407;247770;1
504407;276521;1
504407;499402;1
504407;500324;1
504407;500605;1
504407;501089;1
504407;501874;1
504407;502798;1
504407;509028;1
504407;522485;1
504407;531456;1
504407;545815;1
504407;561856;1
504407;562631;1
504407;565860;1
504407;577719;1
504407;603617;1
504407;687978;1
505894;508628;1
505894;637849;1
505894;687151;1
506211;224497;2
506211;506211;1
506211;529024;1
506944;12636;1
506944;51746;1
506944;72114;1
506944;144823;1
506944;188340;1
506944;202290;1
506944;206719;1
506944;240312;1
507280;527290;1
507280;536733;1
507597;515437;2
508783;22680;2
508783;23771;2
508783;28699;2
508783;37260;2
508783;37708;2
508783;38650;2
508783;49778;2
508783;49787;2
508783;52358;2
508783;53014;2
508783;74670;2
508783;80248;2
508783;90034;2
508783;118117;2
508783;133950;2
508783;152470;2
508783;156313;2
508783;167183;2
508783;175621;2
508783;190825;2
508783;193754;2
508783;209224;2
508783;233529;2
508783;234718;2
508783;236690;2
508783;239903;2
508783;499367;2
508783;501381;2
508783;505894;2
508783;507849;2
508783;508346;2
508783;510961;2
508783;514037;2
508783;515095;2
508783;515280;2
508783;518336;2
508783;521235;2
508783;521894;2
508783;522999;2
508783;525213;2
508783;526003;2
508783;527187;2
508783;528013;2
508783;528633;2
508783;530993;2
508783;531626;2
508783;535279;2
508783;535749;2
508783;540897;2
508783;541767;2
508783;542735;2
508783;543225;2
508783;545308;2
508783;548513;2
508783;554327;2
508783;557259;2
508783;558624;2
508783;561652;2
508783;562624;2
508783;566570;2
508783;566719;2
508783;568263;2
508783;572755;2
508783;573244;2
508783;574228;2
508783;575173;2
508783;576256;2
508783;579842;2
508783;581219;2
508783;581841;2
508783;582043;2
508783;584902;2
508783;586124;2
508783;588948;2
508783;590087;2
508783;600903;2
508783;602824;2
508783;603040;2
508783;604588;2
508783;605083;2
508783;605953;2
508783;607019;2
508783;608851;2
508783;631891;2
508783;633296;2
508783;634177;2
508783;634973;2
508783;635652;2
508783;636045;2
508783;637604;2
508783;638656;2
508783;638929;2
508783;651126;2
508783;653013;2
508783;667074;2
508783;668937;2
508783;669644;2
508783;670102;2
508783;671476;2
508783;672955;2
508783;673413;2
508783;673496;2
508783;680695;2
508783;682997;2
508783;683788;2
508783;684294;2
508783;686279;2
508783;689782;2
508783;691182;2
508783;692098;2
508783;692398;2
508783;693819;2
508783;694364;2
510723;517180;1
510988;23771;2
510988;34243;1
510988;37708;2
510988;40486;2
510988;52358;2
510988;53014;2
510988;54434;2
510988;58849;2
510988;63392;2
510988;69236;2
510988;118117;2
212987;115078;1
212987;190950;1
212987;502846;1
212987;519657;1
217231;217231;1
220348;504902;1
220348;666550;1
220439;237928;1
220439;640073;1
223313;22680;2
223313;37708;2
223313;44420;2
223313;53014;2
223313;63455;2
223313;73860;2
223313;118117;2
223313;135507;1
223313;167183;2
223313;172357;2
223313;175621;2
223313;179907;2
223313;213679;2
223313;220808;2
223313;222911;2
223313;270340;2
223313;502471;2
223313;503395;2
223313;522053;2
223313;528013;2
223313;541767;2
223313;548147;2
223313;560919;2
223313;568263;2
223313;572755;2
223313;579842;2
223313;602824;2
223313;629680;2
223313;640822;2
223313;670102;2
224417;13770;1
224417;26373;1
224417;26534;1
224417;31534;1
224417;38211;1
224417;55707;1
224417;74674;1
224417;79087;1
224417;81978;1
224417;82663;1
224417;120889;1
224417;167375;1
224417;172389;1
224417;183395;1
224417;224417;1
224417;240232;2
224417;248783;1
224417;502577;1
224417;502991;1
224417;504480;1
224417;504805;1
224417;505164;1
224417;508201;1
224417;510670;1
224417;517536;1
224417;519657;1
224417;521629;1
224417;522269;1
224417;522449;1
224417;525349;1
224417;540576;1
224417;548004;1
224417;550691;1
224417;563419;1
224417;569669;1
224417;575998;1
224417;579040;1
224417;579582;1
224417;583505;1
224417;589307;1
224417;601061;1
224417;603070;1
224417;606904;1
224417;629260;1
224417;634212;1
224417;651332;1
224417;652892;1
224417;667720;1
224417;668044;1
224417;671192;1
224417;674106;2
224417;675572;2
224417;686372;2
224417;690645;1
224560;215275;1
228702;681404;1
230833;230833;1
230833;503346;1
230833;541646;1
230833;638111;1
230833;639815;2
233684;79378;1
233684;93529;1
233684;499863;1
236092;38837;1
236092;116196;1
237828;7185;1
237828;8624;1
237828;15472;1
237828;18537;1
237828;53168;1
237828;60420;1
237828;60845;1
237828;124552;1
237828;132049;1
237828;178422;1
237828;186624;1
237828;189719;1
237828;190900;1
237828;196753;1
237828;515557;1
237828;519657;1
237828;542747;1
237828;571425;1
237928;6602;2
237928;13770;1
237928;17135;2
237928;18563;2
237928;19575;1
237928;20882;2
237928;26649;2
237928;28135;1
237928;30457;2
237928;37708;2
237928;41383;2
237928;41961;1
237928;49126;2
237928;50503;2
237928;51140;2
237928;57962;2
237928;61140;2
237928;72611;2
237928;72867;2
237928;79971;2
237928;87182;2
237928;91850;2
237928;100744;2
237928;106346;1
237928;117557;1
237928;119887;2
237928;124021;2
237928;134597;2
237928;154765;2
237928;161881;1
237928;171241;2
237928;175860;1
237928;178083;2
237928;185084;2
237928;192935;1
237928;203275;2
237928;204447;1
237928;205842;1
237928;207980;2
237928;211794;2
237928;220439;1
237928;222852;2
237928;222933;2
237928;224497;1
237928;225697;2
237928;227704;1
237928;236690;1
237928;238163;1
237928;240843;2
237928;245900;2
237928;247074;1
237928;499613;2
237928;500031;2
237928;500059;2
237928;500680;2
237928;500806;2
237928;501007;2
237928;501732;2
237928;504805;1
237928;506211;2
237928;507451;2
237928;507770;2
237928;511038;2
237928;518416;2
237928;521362;2
237928;530731;2
237928;531626;2
237928;533926;2
237928;539631;1
237928;548063;1
237928;550769;2
237928;554884;2
237928;555732;2
237928;557041;2
237928;557448;1
237928;564836;2
237928;565355;2
237928;566570;2
237928;567820;2
237928;568005;2
237928;571524;2
559123;40431;1
559123;121002;2
559123;164704;1
559123;228666;1
559123;236880;1
559123;507341;1
559123;527290;1
559123;586628;1
559123;605713;1
559123;667168;1
559123;686932;1
559123;692844;1
559755;60845;1
559755;72678;1
559755;204890;1
559755;205842;1
559755;237542;1
559755;502577;1
559755;554482;1
559755;654650;1
562181;605372;1
564854;76274;1
564854;564854;1
565389;34901;1
565389;95948;1
565389;109735;1
565389;190209;1
566593;66584;1
566593;80668;1
566593;519657;1
566675;577421;2
566825;541646;1
566825;692535;2
566825;692816;2
567394;170366;1
567394;499873;1
567394;516802;1
567543;60514;1
567543;104233;1
567543;134517;1
567543;239965;1
567543;499251;1
567543;501798;1
567543;524311;1
567543;565241;1
567543;569277;1
567543;588836;1
567543;606156;1
567543;606523;1
567543;629352;1
567543;634649;1
567543;637939;1
567880;150745;2
567880;182533;2
568415;1782;1
568415;23214;1
568415;26373;1
568415;59327;1
568415;102731;1
568415;124552;1
568415;128733;1
568415;133950;1
568415;150745;1
568415;176252;1
568415;179108;1
568415;230094;1
568415;333436;1
568415;500934;1
568415;501320;1
568415;504805;1
568415;512808;1
568415;519657;1
568415;520266;1
568415;525443;1
568415;527997;1
568415;539631;1
568415;541646;1
568415;548592;1
568415;573087;1
568415;577993;1
568415;583505;1
568415;603668;1
568415;607903;1
568415;672256;1
568966;568966;1
569283;33985;1
569283;52012;1
569283;239866;1
569283;536788;1
569283;545815;1
569283;554711;1
569283;563130;1
569283;569283;1
569283;575178;1
569451;95263;2
569451;218450;2
569502;569502;1
572510;572510;1
573463;35391;1
573463;236690;1
573463;499315;1
573463;500404;1
573463;515095;1
573463;536203;1
573463;543994;1
573463;577579;1
573463;580107;1
573463;681716;1
573863;506657;2
573863;573863;1
574145;542790;2
574546;499631;1
574546;602678;1
574546;605165;1
574546;654687;1
575017;68791;1
575749;4349;1
575749;4410;1
575749;6470;2
575749;15472;1
575749;21965;1
575749;23214;2
575749;28392;1
575749;28621;1
575749;30457;1
575749;38576;1
575749;46764;2
575749;49006;1
575749;49126;1
575749;50446;1
575749;51140;1
575749;64808;1
575749;71831;1
575749;78917;1
575749;89253;1
575749;91850;2
575749;108280;1
575749;114929;1
575749;115312;2
575749;115463;1
575749;116515;1
575749;119887;1
575749;130519;1
575749;132705;1
575749;137185;1
575749;137522;2
575749;139337;1
575749;151912;2
575749;170447;1
575749;177966;1
575749;178915;2
575749;181594;1
575749;183638;1
575749;198314;1
575749;203275;1
575749;203859;2
575749;215275;1
575749;217058;1
575749;218671;1
575749;225688;1
575749;229199;1
575749;230058;1
575749;230094;2
575749;241781;1
575749;500680;1
575749;501320;2
575749;503702;2
575749;504463;1
575749;506384;1
575749;506657;1
575749;511680;1
575749;512412;1
575749;523951;1
575749;525874;1
575749;528633;1
575749;533703;1
575749;535742;1
575749;539866;1
575749;545965;1
575749;548513;1
575749;548592;2
575749;548606;1
575749;548811;1
575749;549151;1
575749;554884;1
575749;555732;1
575749;558434;1
575749;559644;1
575749;563419;2
575749;564156;2
575749;565241;1
575749;568631;1
575749;569277;1
575749;571425;1
575749;572685;1
575749;572706;1
575749;572922;1
575749;572979;1
575749;573089;1
575749;574429;1
575749;577564;1
575749;580182;1
575749;580832;1
575749;582140;1
515848;669276;2
515848;671476;2
515848;690140;2
515848;691847;2
516666;588371;1
519085;1782;1
519767;175865;1
519767;206739;1
519767;519767;1
519767;536533;1
519767;580812;1
520246;86098;1
520246;189623;1
520246;508203;1
520246;520246;1
520246;567785;1
520246;567786;1
520303;37249;1
520303;239841;1
520303;519657;1
520303;533186;1
520303;565950;1
520303;574439;2
520303;579607;1
520303;586347;1
520303;632440;2
520303;679753;1
520371;499370;1
521107;567836;2
524708;4894;1
524708;13770;1
524708;33488;1
524708;35298;1
524708;37401;1
524708;76577;1
524708;120484;1
524708;169133;1
524708;178936;1
524708;215275;1
524708;223109;1
524708;501489;1
524708;519657;1
524708;525178;1
524708;530985;1
524708;544134;1
524708;545815;1
524708;563778;1
524708;606953;1
524708;638756;1
525140;607525;1
526344;236880;1
527180;23064;1
527180;41584;1
527180;103293;1
527180;201354;1
527180;500582;1
527180;515280;1
527180;530746;1
528309;530501;1
528309;554552;1
528934;657;1
528934;37249;1
528934;519657;1
530624;529854;1
534039;534039;1
535111;73367;1
535111;101436;2
535111;105566;1
535111;520533;1
535111;535111;1
535111;536203;1
535111;541646;1
535111;555871;1
535111;577579;1
535111;605418;2
535111;637325;1
535111;638929;1
535111;676264;1
535111;692535;2
535493;535493;1
535811;37249;1
535811;519657;1
535811;535811;1
535811;548147;2
535811;601423;1
537072;526881;1
537072;527570;1
537072;531995;1
537183;209454;1
537183;238736;1
537415;248515;1
537794;569699;2
537794;572922;2
537794;579040;1
537794;667617;1
538662;530501;1
538930;582140;1
539866;36274;1
539866;539866;1
539866;608743;1
539980;635122;1
541527;499700;1
542381;542381;1
544003;176534;1
544003;568392;1
544003;590087;1
545721;545721;1
545746;71741;1
545746;500128;1
545746;561090;1
545907;150626;1
546089;45964;2
546089;137393;1
546089;176957;2
546089;185403;2
546089;192344;2
546089;201673;2
546089;216582;2
546089;231520;1
546089;499300;2
546089;515635;2
546089;528233;2
546089;543994;1
546089;548513;2
546089;629455;1
547429;521069;1
547429;521069;2
547429;606151;1
549401;37249;1
549401;182639;1
549401;519657;1
550451;550451;1
551330;588294;1
551373;37249;1
551373;207112;1
552852;632115;1
555642;91850;1
556017;1782;1
556017;69221;1
556017;71716;1
556017;519657;1
556017;558613;1
558225;56273;1
558225;160247;1
558225;579040;1
558225;679087;1
558232;499363;1
558232;580630;1
558957;28844;1
558957;131596;1
558957;205842;1
558957;249447;1
558957;604750;1
558957;633431;1
558993;549961;1
558993;577560;1
558993;635288;1
559007;115312;1
560729;503346;1
560972;666961;2
563130;131910;1
563130;517248;1
563130;536788;1
563130;552036;1
563130;563130;1
563130;569283;1
563130;575178;1
563319;563319;1
564609;72846;1
564609;633296;2
566345;10569;1
566345;31534;1
566345;37249;1
566345;116593;1
566345;131910;1
566345;150745;1
566345;243177;1
566345;562761;1
566345;584961;1
566938;116452;1
566938;160041;1
566938;244585;1
566938;509408;1
566938;519657;1
566938;534185;1
566938;539522;1
566938;567997;1
570550;14694;1
570550;573089;1
572054;579338;1
572197;72771;1
572197;165459;1
572197;519657;1
572197;580876;1
572922;49006;1
572922;64808;1
572922;72846;1
572922;108920;1
572922;116515;1
572922;222120;2
572922;529478;1
572922;538779;1
572922;539116;1
572922;547960;1
666961;499806;2
666961;500097;2
666961;500195;2
666961;500680;2
666961;504534;2
666961;509291;2
666961;512808;2
666961;521531;2
666961;522241;2
666961;522710;2
666961;527863;2
666961;533314;2
666961;533647;2
666961;544798;2
666961;545327;2
666961;545815;2
666961;549343;2
666961;552901;2
666961;553379;2
666961;559457;2
666961;560488;2
666961;560972;2
666961;566108;2
666961;574677;2
666961;589567;2
666961;603917;2
666961;606523;2
666961;606890;2
666961;608436;2
666961;608562;2
666961;629981;2
666961;634599;2
666961;636595;2
666961;638781;2
666961;638894;2
666961;639360;2
666961;639495;2
666961;653776;2
666961;654549;2
666961;655717;2
666961;665912;2
666961;679302;2
666961;680406;2
666961;682828;2
667176;6293;1
667176;6334;1
667176;6483;1
667176;7740;1
667176;13390;1
667176;15472;1
667176;18537;1
667176;19575;1
667176;24078;1
667176;27016;1
667176;27469;1
667176;28389;1
667176;52753;1
667176;58600;1
667176;59588;1
667176;71716;1
667176;72337;1
667176;74258;1
667176;85820;1
667176;97369;1
667176;119983;1
667176;121850;1
667176;122002;1
667176;125124;1
667176;131910;1
667176;137950;1
667176;155723;1
667176;164425;1
667176;178953;1
667176;218327;1
667176;220003;1
667176;220808;1
667176;233673;1
667176;238163;1
667176;243821;1
667176;341989;1
667176;509901;1
667176;511293;1
667176;514903;1
667176;515356;1
667176;519329;1
667176;519657;1
667176;522135;1
667176;522269;1
667176;528633;1
667176;537928;1
667176;540242;1
667176;550331;1
667176;551823;1
667176;554118;1
667176;557854;1
667176;558434;1
667176;560379;1
667176;564332;1
667176;564609;1
667176;565676;1
667176;567692;1
667176;569984;1
667176;575496;1
667176;578480;1
667176;587250;1
667176;602791;1
667176;604103;1
667176;606230;1
667176;608389;1
667176;631511;1
667176;633056;1
667176;633643;1
667176;651818;1
667176;665882;1
667176;667176;1
667176;667617;1
667176;671075;1
667176;679742;1
667176;680586;1
668397;21965;1
668397;50812;1
668397;65938;1
668397;125383;1
668397;196089;1
668397;204659;1
668397;500886;1
668397;575686;1
668397;575690;1
668397;586458;1
668397;588445;1
668397;589229;1
668397;590087;1
668397;636462;1
669150;151912;2
669150;169493;2
669150;556017;2
669150;639544;2
669150;666961;2
669718;669718;1
671924;150745;1
671924;570130;1
672643;550775;1
672643;672643;1
673126;167772;1
673126;507109;2
673126;601518;1
673241;222029;1
673426;2968;2
673426;37249;2
673426;121370;2
673426;196753;2
673426;215749;2
673426;583086;2
673426;634552;2
673426;666961;2
673426;691182;2
673913;116071;1
673913;571626;1
674547;236358;1
674547;651621;1
674913;234719;1
674913;525033;1
674913;572484;1
675834;37249;1
675834;578284;1
676451;500184;1
676451;556049;1
676451;668543;1
676451;679355;1
678993;640048;1
679695;679695;1
680297;500746;1
680297;689446;1
680695;575802;1
680965;22234;1
680965;142788;1
680965;169560;1
680965;204890;1
680965;205842;1
680965;522424;1
680965;545891;1
680965;554482;1
680965;634421;1
681716;4894;1
681716;328743;1
681716;573463;1
681716;684496;1
682686;682686;1
683573;15472;2
683573;502183;2
683573;543453;2
684022;684022;1
686328;184944;1
687181;220691;1
687181;515994;1
687181;520730;1
687181;574781;1
687181;687181;1
687732;687732;1
688132;118399;1
688553;66154;1
688553;179108;1
688553;204890;1
688553;509468;1
524430;677754;1
524430;678310;2
524430;678541;1
524430;678567;2
524430;678911;2
524430;679086;1
524430;679302;2
524430;679742;2
524430;680131;1
524430;680364;2
524430;681641;2
524430;681721;2
524430;682195;1
524430;682396;2
524430;682456;2
524430;684581;1
524430;686669;2
524430;687471;1
524430;687658;1
524430;687794;2
524430;687907;1
524430;688621;1
524430;688820;1
524430;689742;1
524430;689914;1
524430;690544;1
524430;690645;2
524430;691053;1
525291;670165;1
525602;58008;1
525602;155434;1
525602;551789;1
526536;556266;1
526536;575802;1
527472;170001;1
527472;276321;1
527472;526071;1
527472;527472;1
527574;23771;1
527574;201427;1
528210;670822;1
532622;500138;1
533454;91850;1
534058;175621;1
534058;211110;1
534058;220159;1
534058;225233;1
534058;499296;1
534058;502842;1
534058;515528;1
534058;517172;1
534058;534058;1
534058;542876;1
534058;547223;1
534058;548147;1
534058;587567;1
534390;519657;1
537323;172325;1
537323;517172;2
538093;538093;1
541112;7031;2
541112;15898;2
541112;21645;2
541112;37783;2
541112;51414;2
541112;52275;2
541112;57450;2
541112;65145;2
541112;82165;2
541112;89153;1
541112;93844;2
541112;97204;2
541112;137129;2
541112;137950;2
541112;164454;2
541112;174067;2
541112;177260;2
541112;185403;2
541112;187726;2
541112;188680;2
541112;206223;2
541112;209287;2
541112;211910;2
541112;212488;2
541112;217464;2
541112;221305;2
541112;233095;2
541112;235455;2
541112;302476;2
541112;500425;2
541112;504549;2
541112;510448;2
541112;521284;2
541112;527187;2
541112;527997;2
541112;537260;2
541112;543994;2
541112;545405;2
541112;554327;2
541112;558118;2
541112;561082;2
541112;568486;2
541112;570329;2
541112;570540;2
541112;572911;2
541112;586297;2
541112;588008;2
541112;589198;2
541112;589647;2
541112;589777;2
541112;631199;2
541112;633296;2
541112;637424;2
541112;638929;2
541112;640081;2
541112;640123;2
541112;654852;2
541112;671541;2
541112;680404;2
541112;690304;2
541112;690805;2
541112;691736;2
541112;694339;2
544877;34423;1
544877;44411;1
544877;105566;1
544877;233356;1
544877;500007;1
544877;541767;1
544877;544877;1
544877;566287;1
544877;572820;1
544877;575428;1
544877;604831;1
544911;519657;1
545120;44600;1
545454;46471;1
545454;213679;2
545454;545454;1
545454;548147;2
546315;192346;1
546315;546315;1
546524;669276;1
547417;18786;1
547417;29181;1
547417;37401;1
547417;43641;1
547417;76823;1
547417;79444;1
547417;92005;1
547417;130491;1
547417;144642;1
547417;155433;1
547417;172325;1
547417;189316;1
547417;191957;1
547417;205839;1
547417;207112;1
547417;233762;1
547417;244017;1
547417;505942;1
547417;516017;1
547417;526151;1
547417;541767;1
547417;560934;1
547417;572366;1
547417;601885;1
547785;634042;1
548796;97550;1
548796;138609;1
548796;185084;1
548796;201500;1
548796;224796;1
548796;238360;1
548796;520558;1
548796;533159;1
548896;686279;2
550093;182345;1
550093;533159;1
550093;550093;1
552767;14647;1
552767;18563;1
552767;46471;1
552767;47029;1
552767;164185;1
552767;167646;1
552767;179684;1
552767;228472;1
552767;501428;1
552767;522643;1
552767;551745;1
552767;568005;1
552767;569669;1
552767;574589;1
552767;606904;1
552767;633902;1
552767;634169;1
552767;640048;1
552767;640481;2
552767;651371;1
552767;654128;1
552767;677361;2
552901;205229;1
552901;545211;1
175865;558742;1
175865;561082;2
175865;561549;1
175865;566270;2
175865;566570;2
175865;569699;2
175865;570672;2
175865;570898;1
175865;573037;2
175865;573225;2
175865;574550;2
175865;576021;2
175865;577993;1
175865;579842;2
175865;583602;2
175865;586365;2
175865;586400;1
175865;587191;2
175865;589965;2
175865;600755;2
175865;600818;2
175865;601885;2
175865;602824;2
175865;605858;1
175865;605953;2
175865;607807;2
175865;607903;1
175865;607907;2
175865;608411;2
175865;629763;1
175865;630872;1
175865;632037;2
175865;632268;2
175865;633296;2
175865;634228;2
175865;637724;2
175865;666096;2
175865;666961;2
175865;670004;2
175865;670102;2
175865;671476;2
175865;672544;2
175865;673389;2
175865;674106;2
175865;674258;2
175865;694019;2
176914;607005;1
177401;167646;1
180192;559174;1
180192;686279;2
182045;13770;1
182045;13948;1
182045;26373;1
182045;41961;1
182045;63392;1
182045;71691;1
182045;72611;2
182045;102937;1
182045;107741;1
182045;121814;1
182045;124552;1
182045;131208;2
182045;143277;1
182045;157302;1
182045;170029;2
182045;182045;1
182045;182533;1
182045;203332;2
182045;235414;1
182045;254568;2
182045;499561;1
182045;499613;2
182045;500892;1
182045;522218;1
182045;525816;1
182045;539769;2
182045;583548;1
182045;584383;1
182045;607126;1
182045;632934;1
182045;679687;2
183536;562604;2
183536;634585;1
188131;188131;1
193928;37249;1
195736;2968;2
195736;9194;2
195736;10066;2
195736;10705;2
195736;18537;2
195736;23048;2
195736;23681;2
195736;23771;2
195736;26333;2
195736;31324;2
195736;31984;2
195736;32009;2
195736;33482;2
195736;37147;2
195736;37541;2
195736;41941;2
195736;47029;2
195736;50710;2
195736;51140;2
195736;51414;2
195736;53835;2
195736;56755;2
195736;58621;2
195736;64124;2
195736;70245;2
195736;72755;2
195736;81444;2
195736;84963;2
195736;86860;2
195736;94257;2
195736;103217;2
195736;107338;2
195736;112043;2
195736;119887;2
195736;121370;2
195736;132170;2
195736;135762;2
